,artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
1764,Ozuna;Feid,OzuTochi,Hey Mor,196600,False,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,4,latin
1765,The Chainsmokers;Coldplay,Memories...Do Not Open,Something Just Like This,247160,False,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4,electro
1766,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Fake It,193893,True,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,4,grunge
1767,Twenty One Pilots,Trench,Chlorine,324466,False,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,4,rock
1768,Linkin Park,Meteora,Faint,162600,False,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,4,alternative
1769,Lost Frequencies;James Arthur,Questions,Questions,177156,False,0.599,0.713,11,-7.008,1,0.0542,0.405,2.53e-05,0.266,0.518,123.962,4,house
1770,blink-182,Enema Of The State,What's My Age Again?,148360,True,0.391,0.951,6,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,4,punk
1771,Sean Paul;Dua Lipa,Mad Love The Prequel,No Lie,221176,False,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,4,pop
1772,Pink Floyd,Wish You Were Here,Wish You Were Here,334743,False,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,4,rock
1773,Indila,Mini World,Love Story,316280,False,0.375,0.255,10,-12.279,0,0.0376,0.815,0.0,0.0845,0.331,95.978,3,french
1774,Madonna;Sickick,Frozen,Frozen,120157,False,0.706,0.633,1,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,4,dance
1775,Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),"Let It Go - From ""Frozen""/Soundtrack Version",223840,False,0.543,0.485,8,-6.85,1,0.0305,0.558,0.0,0.12,0.371,136.961,4,show-tunes
1776,Regard;Troye Sivan;Tate McRae,You,You,233386,True,0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064,4,house
1777,Luciano;Central Cee,Majestic,West Connect (feat. Central Cee),212114,False,0.92,0.571,10,-7.133,0,0.494,0.0681,0.0,0.0969,0.465,139.99,4,german
1778,Ariana Grande,Positions,34+35,173710,True,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,4,dance
1779,Men I Trust,Show Me How,Show Me How,215110,False,0.791,0.267,5,-11.997,1,0.0415,0.674,0.534,0.102,0.544,165.99,4,indie-pop
1780,Ozuna;Feid,OzuTochi,Hey Mor,196600,False,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,4,latino
1781,The Chainsmokers;Halsey,Closer,Closer,244960,False,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,4,dance
1782,ENHYPEN,MANIFESTO : DAY 1,Future Perfect (Pass the MIC),180750,False,0.658,0.9,9,-3.479,0,0.264,0.0364,0.0,0.0771,0.526,156.096,4,anime
1783,J Balvin;Bad Bunny,OASIS,LA CANCIÓN,242573,False,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,4,reggae
1784,New West,Those Eyes,Those Eyes,220750,False,0.597,0.351,4,-8.043,1,0.0281,0.727,3.86e-05,0.319,0.243,119.948,3,indie
1785,David Guetta;Bebe Rexha,I'm Good (Blue),I'm Good (Blue),175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4,pop
1786,Sarah Cothran,As the World Caves In,As the World Caves In,161612,False,0.422,0.25,0,-6.836,1,0.0351,0.441,0.0,0.35,0.246,124.026,4,songwriter
1787,Gesaffelstein;The Weeknd,Hyperion,Lost in the Fire (feat. The Weeknd),202093,True,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,4,club
1788,Zedd;Foxes,Clarity,Clarity,271426,False,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,4,edm
1789,Billie Eilish,bitches broken hearts,bitches broken hearts,176471,True,0.778,0.422,0,-10.114,1,0.0482,0.921,0.00924,0.0958,0.187,120.033,4,electro
1790,KAROL G;Maldy,GATÚBELA,GATÚBELA,209160,False,0.627,0.858,11,-2.824,0,0.386,0.263,0.0,0.21,0.342,92.523,4,reggaeton
1791,Don Henley,Building The Perfect Beast,The Boys Of Summer,288733,False,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,4,songwriter
1792,Bishop Briggs,Church Of Scars,River,216133,False,0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,4,rock
1793,Zack Tabudlo,Episode,Give Me Your Forever,244800,False,0.627,0.363,8,-8.127,1,0.0291,0.279,0.0,0.0928,0.301,99.905,4,acoustic
1794,Gorillaz,Plastic Beach,On Melancholy Hill,233866,False,0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,4,alternative
1795,Cavetown,This Is Home,This Is Home,226073,False,0.811,0.266,7,-12.478,1,0.0406,0.56,1.05e-06,0.0962,0.211,130.044,4,indie-pop
1796,Ariana Grande,"thank u, next",7 rings,178626,True,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4,pop
1797,Feid,Normal,Normal,171986,True,0.712,0.557,4,-4.861,0,0.115,0.0397,0.0,0.27,0.594,170.079,4,reggae
1798,Lykke Li,sex money feelings die (slowed version),sex money feelings die - slowed version,168810,True,0.797,0.44,5,-6.587,0,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,4,indie-pop
1799,Sachet-Parampara;Sachet Tandon,"Maiyya Mainu (From ""Jersey"")","Maiyya Mainu (From ""Jersey"")",231575,False,0.63,0.739,0,-3.942,1,0.0248,0.194,0.0,0.113,0.224,109.985,4,pop
1800,Måneskin,Chosen,Beggin',211560,False,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,4,rock
1801,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered 2020),Wild World,200560,False,0.48,0.542,0,-8.51,1,0.0348,0.345,0.000609,0.113,0.567,152.853,4,folk
1802,The Verve,Urban Hymns (Remastered 2016),Bitter Sweet Symphony,357266,False,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,4,alt-rock
1803,Eurythmics;Annie Lennox;Dave Stewart,Sweet Dreams (Are Made Of This),Sweet Dreams (Are Made of This) - Remastered,216933,False,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,4,rock
1804,Halsey,Without Me,Without Me,201660,True,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4,pop
1805,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feliz Cumpleaños Ferxxo,155960,False,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,4,reggae
1806,Dan + Shay;Justin Bieber,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",167693,False,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,4,country
1807,Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,244804,False,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,4,metal
1808,MGMT,Little Dark Age,Little Dark Age,299960,False,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4,alt-rock
1809,Novo Amor,Bathing Beach,Anchor,257533,False,0.457,0.407,9,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053,4,folk
1810,Maluma;Chencho Corleone,Nos Comemos Vivos,Nos Comemos Vivos,225365,False,0.822,0.719,10,-3.633,0,0.0576,0.165,2.48e-05,0.174,0.659,82.01,4,latino
1811,The Chainsmokers;Coldplay,Memories...Do Not Open,Something Just Like This,247160,False,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4,dance
1812,DJ Snake;Justin Bieber,Encore,Let Me Love You,205946,False,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4,edm
1813,Fujii Kaze,HELP EVER HURT NEVER,Shinunoga E-Wa,185573,False,0.6,0.76,6,-6.124,0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,4,pop
1814,Tom Petty,Full Moon Fever,Free Fallin',256000,False,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,4,singer-songwriter
1815,Shubh,No Love,No Love,170387,False,0.768,0.487,4,-8.936,0,0.0431,0.24,0.0,0.175,0.722,137.034,4,hip-hop
1816,Galantis,Pharmacy,Runaway (U & I),227073,False,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4,electro
1817,Norah Jones,Come Away With Me (Super Deluxe Edition),Come Away With Me,198226,False,0.436,0.141,0,-13.271,1,0.0308,0.902,2.81e-06,0.126,0.146,76.64,3,j-pop
1818,Dhibu Ninan Thomas;Kapil Kapilan,"Adiye (From ""Bachelor"")","Adiye - From ""Bachelor""",272000,False,0.709,0.454,9,-7.843,0,0.167,0.445,0.0,0.136,0.548,90.038,4,pop
1819,Clean Bandit;Zara Larsson,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),212459,False,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,4,house
1820,Genevieve Stokes,Habits,Habits,136733,False,0.663,0.287,9,-9.469,1,0.0344,0.854,6.85e-06,0.346,0.438,82.457,4,indie-pop
1821,Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,175720,True,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,hip-hop
1822,Europe,The Final Countdown (Expanded Edition),The Final Countdown,310333,False,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,4,rock
1823,Luke Combs,The Kind of Love We Make,The Kind of Love We Make,224426,False,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,4,country
1824,Afroman,The Good Times,Crazy Rap (Colt 45 & 2 Zig Zags),328666,True,0.927,0.367,9,-7.797,1,0.382,0.325,0.0,0.132,0.576,99.053,4,comedy
1825,Arctic Monkeys,AM,R U Mine?,201726,False,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,4,indie
1826,Lil Peep;rainy bear,nuts (feat. rainy bear),nuts (feat. rainy bear),85360,True,0.576,0.741,2,-7.404,1,0.0356,0.00831,0.0,0.111,0.143,124.091,4,emo
1827,Modjo,Modjo (Remastered),Lady - Hear Me Tonight,307153,False,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,4,house
1828,Duki;KHEA,She Don't Give a Fo,She Don't Give a Fo,209531,False,0.854,0.556,1,-4.49,1,0.14,0.345,0.0,0.165,0.342,119.938,4,latino
1829,Joy Again,Looking Out for You,Looking Out for You,179499,False,0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,4,indie
1830,Ali Gatie,YOU,It's You,212606,False,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,4,pop
1831,The Chainsmokers;ILLENIUM;Lennon Stella,World War Joy,Takeaway,209880,False,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,4,dance
1832,Matt Sassari,Give It To Me (Full Vocal Mix),Give It To Me - Full Vocal Mix,102860,False,0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,4,french
1833,Mrs. GREEN APPLE,ダンスホール,ダンスホール,203149,False,0.736,0.695,7,-3.87,1,0.0468,0.0209,0.0,0.0517,0.784,109.976,4,j-rock
1834,Travis Scott;HVME,Goosebumps (Remix),Goosebumps - Remix,162802,True,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,4,hip-hop
1835,Cage The Elephant,Melophobia,Cigarette Daydreams,208760,False,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4,rock
1836,Sean Paul,The Trinity,Temperature,218573,False,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,4,dance
1837,Carrie Underwood,Some Hearts,Before He Cheats,199946,False,0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905,4,country
1838,The Chainsmokers;Halsey,Closer,Closer,244960,False,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,4,edm
1839,John Mayer,Room For Squares,Your Body Is a Wonderland,249626,False,0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,4,singer-songwriter
1840,Marshmello;Khalid,Numb,Numb,155588,False,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,4,progressive-house
1841,Stephen Sanchez,Until I Found You,Until I Found You,177720,False,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,3,pop
1842,Sean Paul;Dua Lipa,Mad Love The Prequel,No Lie,221176,False,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,4,dance
1843,Halsey,Manic,Without Me,201660,True,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4,dance
1844,Linkin Park,Hybrid Theory (Bonus Edition),One Step Closer,157333,False,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,alternative
1845,Fall Out Boy,From Under The Cork Tree,"Sugar, We're Goin Down",229093,False,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,4,emo
1846,Bon Jovi,Keep The Faith,Bed Of Roses,394400,False,0.309,0.596,5,-5.599,1,0.0293,0.101,0.0,0.21,0.161,164.587,3,metal
1847,Felix Jaehn;Zoe Wees,Do It Better (feat. Zoe Wees),Do It Better (feat. Zoe Wees),170045,False,0.677,0.804,1,-5.337,0,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,4,electro
1848,ABBA,Arrival,Dancing Queen,230400,False,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4,swedish
1849,David Guetta;Sia,Nothing but the Beat (Ultimate Edition),Titanium (feat. Sia),245040,False,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4,edm
1850,Sofía Reyes;Jason Derulo;De La Ghetto,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",201526,False,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,4,latin
1851,Eagles,Eagles (2013 Remaster),Take It Easy - 2013 Remaster,211577,False,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4,folk
1852,Radiohead,OK Computer,No Surprises,229120,False,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,indie
1853,Natti Natasha;Daddy Yankee;Wisin & Yandel,Mayor Que Usted,Mayor Que Usted,233519,False,0.625,0.839,6,-4.824,0,0.0927,0.00762,2.35e-05,0.464,0.771,184.08,4,reggaeton
1854,TOTO,Toto IV,Africa,295893,False,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4,rock
1855,Cults,Static,Always Forever,223746,False,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,4,indie
1856,Dhanush;Anirudh Ravichander,"Megham Karukatha (From ""Thiruchitrambalam"")","Megham Karukatha (From ""Thiruchitrambalam"")",290400,False,0.429,0.614,4,-6.573,0,0.0709,0.513,0.000316,0.0922,0.743,149.966,3,pop-film
1857,Daddy Yankee;El Alfa;Lil Jon,LEGENDADDY,BOMBÓN,182413,True,0.843,0.789,7,-2.801,1,0.247,0.0028,2.41e-05,0.0322,0.571,125.071,4,reggaeton
1858,Selena Gomez & The Scene,When The Sun Goes Down,Love You Like A Love Song,188453,False,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,4,dance
1859,The Red Jumpsuit Apparatus,Don't You Fake It,Face Down,192000,False,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956,4,punk
1860,Radiohead,OK Computer,Karma Police,264066,False,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,4,alt-rock
1861,Izzamuzzic;Julien Marchal,Shootout,Shootout,295308,False,0.663,0.578,2,-9.079,1,0.0687,0.312,0.906,0.109,0.553,86.986,4,k-pop
1862,A.R. Rahman;A. R. Reihana;Bamba Bakya,"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") [Original Motion Picture Soundtrack]","Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil",290526,False,0.687,0.637,10,-9.55,0,0.13,0.12,0.0,0.291,0.56,152.0,4,pop-film
1863,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,TE MUDASTE,130013,True,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,4,latino
1864,Ozuna;Doja Cat;Sia,Enoc,Del Mar,214506,True,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,4,latin
1865,Limp Bizkit,Significant Other,Break Stuff,166706,True,0.432,0.884,8,-6.659,1,0.13,0.0127,0.000527,0.166,0.624,108.948,4,metal
1866,ABBA,The Album,Take A Chance On Me,243933,False,0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,0.924,107.064,4,swedish
1867,salvia palth,melanchole,i was all over her,161462,False,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,4,indie-pop
1868,Korn,Follow The Leader,Freak On a Leash,255733,True,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293,4,metal
1869,Rels B,A Mí,A Mí,209680,False,0.846,0.548,1,-6.397,1,0.256,0.241,0.0713,0.0419,0.516,94.925,4,spanish
1870,Bruce Springsteen,Born In The U.S.A.,I'm On Fire,155880,False,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,4,singer-songwriter
1871,The Killers,Sam's Town,When You Were Young,220426,False,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,4,alt-rock
1872,Guns N' Roses,Use Your Illusion II,Knockin' On Heaven's Door,336000,False,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,4,hard-rock
1873,Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,161123,False,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4,garage
1874,The Who,Who's Next (Deluxe Edition),Baba O'Riley,300400,False,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,4,hard-rock
1875,Thirty Seconds To Mars,A Beautiful Lie,The Kill,231533,False,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,3,grunge
1876,Lil Tjay;Offset;Moneybagg Yo,Destined 2 Win,Run It Up (feat. Offset & Moneybagg Yo),232048,True,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,4,r-n-b
1877,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,354520,True,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,4,rock
1878,Bad Bunny;Chencho Corleone,Un Verano Sin Ti,Me Porto Bonito,178567,True,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4,latin
1879,Anuv Jain,Baarishein,Baarishein,207309,False,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,4,songwriter
1880,Bad Bunny;Daddy Yankee,YHLQMDLG,La Santa,206420,True,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,4,reggaeton
1881,Alice In Chains,Facelift,Man in the Box,285200,True,0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,4,metal
1882,Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,197732,False,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,4,pop
1883,ZAYN;Sia,Icarus Falls,Dusk Till Dawn (feat. Sia) - Radio Edit,239000,False,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,4,pop
1884,Fetty Wap;Remy Boyz,679 (feat. Remy Boyz),679 (feat. Remy Boyz),196693,True,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,4,j-dance
1885,JVKE,this is what ____ feels like (Vol. 1-4),golden hour,209259,False,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,3,indie
1886,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),Wonderful Tonight,225026,False,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,4,rock
1887,LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,184444,False,0.882,0.797,10,-3.299,0,0.0819,0.0821,0.0,0.113,0.824,105.025,4,k-pop
1888,Adele,21,Rolling in the Deep,228093,True,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,4,british
1889,System Of A Down,Toxicity,Aerials,235053,False,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4,alternative
1890,Billie Eilish,dont smile at me,watch,177523,False,0.441,0.599,0,-8.985,1,0.225,0.333,0.00198,0.103,0.35,165.212,4,electro
1891,Oliver Heldens;Nile Rodgers;House Gospel Choir,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),157205,False,0.686,0.892,10,-3.186,0,0.0498,0.0577,7.11e-06,0.0838,0.752,126.03,4,house
1892,The Script;will.i.am,#3 Deluxe Version,Hall of Fame (feat. will.i.am),202533,False,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,4,rock
1893,Eagles,Hotel California (2013 Remaster),Hotel California - 2013 Remaster,391376,False,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4,rock
1894,La Oreja de Van Gogh,Lo Que Te Conte Mientras Te Hacias La Dormida,Rosas,236506,False,0.783,0.685,9,-5.008,1,0.0271,0.627,3.49e-06,0.108,0.54,107.01,4,spanish
1895,Imanbek;BYOR,Belly Dancer,Belly Dancer,151475,False,0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985,4,dance
1896,Simon & Garfunkel,Bookends,"Mrs. Robinson - From ""The Graduate"" Soundtrack",244026,False,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,4,folk
1897,XXXTENTACION,?,Moonlight,135090,True,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4,emo
1898,Jordan Davis,Next Thing You Know,Next Thing You Know,175237,False,0.557,0.597,5,-8.296,1,0.048,0.646,0.0,0.0974,0.414,78.526,4,country
1899,Thin Lizzy,Jailbreak (Deluxe Edition),The Boys Are Back In Town,266720,False,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,4,blues
1900,Ariana Grande,"thank u, next",7 rings,178626,True,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4,dance
1901,The Mamas & The Papas,If You Can Believe Your Eyes & Ears,California Dreamin' - Single Version,162373,False,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,4,folk
1902,Marshmello;Demi Lovato,OK Not To Be OK,OK Not To Be OK,159862,False,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,4,edm
1903,blink-182,EDGING,EDGING,151533,True,0.606,0.905,5,-3.117,1,0.0518,0.0044,0.0,0.151,0.706,143.952,4,punk-rock
1904,Jax Jones;MNEK,Where Did You Go (feat. MNEK),Where Did You Go? (feat. MNEK),177689,False,0.763,0.782,7,-4.541,0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,4,edm
1905,Kina;Adriana Proenza,Can We Kiss Forever?,Can We Kiss Forever?,187931,False,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,4,sad
1906,Red Hot Chili Peppers,Californication (Deluxe Edition),Otherside,255373,False,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4,alt-rock
1907,Farruko,Nazareno,Nazareno,223173,True,0.658,0.725,7,-4.604,0,0.0321,0.0292,0.000107,0.163,0.368,128.117,4,latino
1908,MC Kevin o Chris,Incendeia,Incendeia,239999,True,0.893,0.461,3,-5.708,0,0.422,0.713,0.0406,0.117,0.864,135.136,4,funk
1909,American Authors,"Oh, What A Life",Best Day Of My Life,194240,False,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4,indie-pop
1910,Paramore,Brand New Eyes,The Only Exception,267653,False,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,3,emo
1911,Nelly Furtado,Loose,Maneater,258893,False,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,4,latin
1912,Dido,No Angel,Thank You,218360,False,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,4,rock
1913,Twenty One Pilots,Heathens,Heathens,195920,False,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4,rock
1914,Bad Bunny,Un Verano Sin Ti,Agosto,139041,False,0.849,0.584,1,-8.195,0,0.115,0.0929,6.18e-06,0.492,0.724,115.018,4,latino
1915,Kate Bush,Hounds of Love (2018 Remaster),Running Up That Hill (A Deal With God) - 2018 Remaster,300840,False,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,4,songwriter
1916,Omar Apollo,Ivory,Evergreen (You Didn’t Deserve Me At All),216680,False,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,3,soul
1917,Bad Bunny;Buscabulla,Un Verano Sin Ti,Andrea,339611,True,0.797,0.616,1,-10.229,0,0.375,0.762,0.000293,0.0979,0.451,103.071,4,latino
1918,George Ezra,Wanted on Voyage (Expanded Edition),Budapest,200733,False,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,4,songwriter
1919,Bob Marley & The Wailers,Exodus,Three Little Birds,180266,False,0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.126,4,reggae
